Document Type,Document Link,Description,Date
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007831/0001127602-13-007831-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007831 Size: 10 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007822/0001127602-13-007822-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007822 Size: 11 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007817/0001127602-13-007817-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007817 Size: 6 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007811/0001127602-13-007811-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007811 Size: 7 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007804/0001127602-13-007804-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007804 Size: 7 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007800/0001127602-13-007800-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007800 Size: 7 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007796/0001127602-13-007796-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007796 Size: 12 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007792/0001127602-13-007792-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007792 Size: 9 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007785/0001127602-13-007785-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007785 Size: 9 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007780/0001127602-13-007780-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007780 Size: 10 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007775/0001127602-13-007775-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007775 Size: 10 KB",2/25/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213007767/0001127602-13-007767-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-007767 Size: 9 KB",2/25/2013
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465913012805/0001104659-13-012805-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-13-012805 (34 Act)  Size: 104 KB",2/21/2013
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465913012236/0001104659-13-012236-index.htm,"Current report, items 5.02 and 9.01
Acc-no: 0001104659-13-012236 (34 Act)  Size: 587 KB",2/20/2013
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134413000003/0000021344-13-000003-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0000021344-13-000003 (34 Act)  Size: 2 MB",2/12/2013
4,https://www.sec.gov/Archives/edgar/data/21344/000112760213004713/0001127602-13-004713-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-13-004713 Size: 8 KB",2/7/2013
3/A,https://www.sec.gov/Archives/edgar/data/21344/000112760213002835/0001127602-13-002835-index.htm,"[Amend] Initial statement of beneficial ownership of securities
Acc-no: 0001127602-13-002835 Size: 3 KB",1/28/2013
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999713000575/9999999997-13-000575-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-13-000575 (34 Act)  Size: 1 KB",1/16/2013
3,https://www.sec.gov/Archives/edgar/data/21344/000112760213001639/0001127602-13-001639-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-13-001639 Size: 16 KB",1/10/2013
3,https://www.sec.gov/Archives/edgar/data/21344/000112760213001638/0001127602-13-001638-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-13-001638 Size: 15 KB",1/10/2013
3,https://www.sec.gov/Archives/edgar/data/21344/000112760213001637/0001127602-13-001637-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-13-001637 Size: 12 KB",1/10/2013
3,https://www.sec.gov/Archives/edgar/data/21344/000112760213001636/0001127602-13-001636-index.htm,"Initial statement of beneficial ownership of securities
Acc-no: 0001127602-13-001636 Size: 13 KB",1/10/2013
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000002134412000054/0000021344-12-000054-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0000021344-12-000054 Size: 296 KB",12/28/2012
NO ACT,https://www.sec.gov/Archives/edgar/data/21344/999999999713000006/9999999997-13-000006-index.htm,"[Paper]No Action Letter
Acc-no: 9999999997-13-000006 (34 Act)  Size: 1 KB",12/21/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034600/0001127602-12-034600-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034600 Size: 8 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034597/0001127602-12-034597-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034597 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034594/0001127602-12-034594-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034594 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034592/0001127602-12-034592-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034592 Size: 7 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034590/0001127602-12-034590-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034590 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034585/0001127602-12-034585-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034585 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034583/0001127602-12-034583-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034583 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034579/0001127602-12-034579-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034579 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034575/0001127602-12-034575-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034575 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034572/0001127602-12-034572-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034572 Size: 8 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034562/0001127602-12-034562-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034562 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034555/0001127602-12-034555-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034555 Size: 11 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034551/0001127602-12-034551-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034551 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034540/0001127602-12-034540-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034540 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034536/0001127602-12-034536-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034536 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034530/0001127602-12-034530-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034530 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034525/0001127602-12-034525-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034525 Size: 6 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212034517/0001127602-12-034517-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-034517 Size: 7 KB",12/19/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212031640/0001127602-12-031640-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-031640 Size: 9 KB",11/20/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212029046/0001127602-12-029046-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-029046 Size: 6 KB",10/25/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134412000048/0000021344-12-000048-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0000021344-12-000048 (34 Act)  Size: 2 MB",10/16/2012
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000002134412000045/0000021344-12-000045-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0000021344-12-000045 Size: 662 KB",10/5/2012
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000002134412000043/0000021344-12-000043-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0000021344-12-000043 Size: 647 KB",10/5/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028168/0001127602-12-028168-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028168 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028167/0001127602-12-028167-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028167 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028166/0001127602-12-028166-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028166 Size: 7 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028165/0001127602-12-028165-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028165 Size: 7 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028164/0001127602-12-028164-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028164 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028163/0001127602-12-028163-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028163 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028162/0001127602-12-028162-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028162 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028161/0001127602-12-028161-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028161 Size: 7 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028160/0001127602-12-028160-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028160 Size: 8 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028159/0001127602-12-028159-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028159 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028158/0001127602-12-028158-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028158 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028157/0001127602-12-028157-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028157 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028156/0001127602-12-028156-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028156 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028155/0001127602-12-028155-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028155 Size: 6 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028154/0001127602-12-028154-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028154 Size: 7 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212028153/0001127602-12-028153-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-028153 Size: 7 KB",10/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212027482/0001127602-12-027482-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-027482 Size: 9 KB",10/1/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912063422/0001104659-12-063422-index.htm,"Current report, items 5.02, 8.01, and 9.01
Acc-no: 0001104659-12-063422 (34 Act)  Size: 352 KB",9/14/2012
4/A,https://www.sec.gov/Archives/edgar/data/21344/000112760212025503/0001127602-12-025503-index.htm,"[Amend] Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-025503 Size: 5 KB",8/31/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134412000040/0000021344-12-000040-index.htm,"Current report, items 7.01 and 9.01
Acc-no: 0000021344-12-000040 (34 Act)  Size: 311 KB",8/23/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212023560/0001127602-12-023560-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-023560 Size: 10 KB",8/2/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212023550/0001127602-12-023550-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-023550 Size: 10 KB",8/2/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912052732/0001104659-12-052732-index.htm,"Current report, items 8.01 and 9.01
Acc-no: 0001104659-12-052732 (34 Act)  Size: 121 KB",7/31/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212023224/0001127602-12-023224-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-023224 Size: 10 KB",7/31/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212023222/0001127602-12-023222-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-023222 Size: 11 KB",7/31/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212023220/0001127602-12-023220-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-023220 Size: 10 KB",7/31/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912051772/0001104659-12-051772-index.htm,"Current report, items 5.03 and 9.01
Acc-no: 0001104659-12-051772 (34 Act)  Size: 50 KB",7/27/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134412000034/0000021344-12-000034-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0000021344-12-000034 (34 Act)  Size: 2 MB",7/17/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912048265/0001104659-12-048265-index.htm,"Current report, items 5.07 and 9.01
Acc-no: 0001104659-12-048265 (34 Act)  Size: 118 KB",7/10/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021544/0001127602-12-021544-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021544 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021524/0001127602-12-021524-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021524 Size: 10 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021519/0001127602-12-021519-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021519 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021514/0001127602-12-021514-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021514 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021506/0001127602-12-021506-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021506 Size: 7 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021498/0001127602-12-021498-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021498 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021494/0001127602-12-021494-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021494 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021492/0001127602-12-021492-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021492 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021489/0001127602-12-021489-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021489 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021477/0001127602-12-021477-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021477 Size: 8 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021474/0001127602-12-021474-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021474 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021471/0001127602-12-021471-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021471 Size: 5 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021468/0001127602-12-021468-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021468 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021463/0001127602-12-021463-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021463 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021461/0001127602-12-021461-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021461 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021458/0001127602-12-021458-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021458 Size: 6 KB",7/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212021453/0001127602-12-021453-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-021453 Size: 7 KB",7/3/2012
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000002134412000029/0000021344-12-000029-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0000021344-12-000029 (34 Act)  Size: 648 KB",6/29/2012
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912046629/0001104659-12-046629-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-12-046629 (34 Act)  Size: 385 KB",6/28/2012
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912046617/0001104659-12-046617-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-12-046617 (34 Act)  Size: 380 KB",6/28/2012
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912046610/0001104659-12-046610-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-12-046610 (34 Act)  Size: 380 KB",6/28/2012
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912046609/0001104659-12-046609-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-12-046609 (34 Act)  Size: 376 KB",6/28/2012
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912046591/0001104659-12-046591-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-12-046591 (34 Act)  Size: 465 KB",6/28/2012
11-K,https://www.sec.gov/Archives/edgar/data/21344/000110465912046590/0001104659-12-046590-index.htm,"Annual report of employee stock purchase, savings and similar plans
Acc-no: 0001104659-12-046590 (34 Act)  Size: 388 KB",6/28/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212018262/0001127602-12-018262-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-018262 Size: 29 KB",5/25/2012
DEFA14A,https://www.sec.gov/Archives/edgar/data/21344/000104746912006316/0001047469-12-006316-index.htm,"Additional definitive proxy soliciting materials and Rule 14(a)(12) material
Acc-no: 0001047469-12-006316 (34 Act)  Size: 376 KB",5/25/2012
DEF 14A,https://www.sec.gov/Archives/edgar/data/21344/000104746912006313/0001047469-12-006313-index.htm,"Other definitive proxy statements
Acc-no: 0001047469-12-006313 (34 Act)  Size: 658 KB",5/25/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212017775/0001127602-12-017775-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-017775 Size: 13 KB",5/22/2012
PRE 14A,https://www.sec.gov/Archives/edgar/data/21344/000104746912006060/0001047469-12-006060-index.htm,"Other preliminary proxy statements
Acc-no: 0001047469-12-006060 (34 Act)  Size: 671 KB",5/15/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212016865/0001127602-12-016865-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-016865 Size: 11 KB",5/15/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212016575/0001127602-12-016575-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-016575 Size: 8 KB",5/11/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212016306/0001127602-12-016306-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-016306 Size: 6 KB",5/9/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212015461/0001127602-12-015461-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-015461 Size: 7 KB",5/2/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212015455/0001127602-12-015455-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-015455 Size: 18 KB",5/2/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212015449/0001127602-12-015449-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-015449 Size: 7 KB",5/2/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212015447/0001127602-12-015447-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-015447 Size: 11 KB",5/2/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212015141/0001127602-12-015141-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-015141 Size: 6 KB",5/1/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212015140/0001127602-12-015140-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-015140 Size: 6 KB",5/1/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212015138/0001127602-12-015138-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-015138 Size: 15 KB",5/1/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134412000026/0000021344-12-000026-index.htm,"Current report, item 5.07
Acc-no: 0000021344-12-000026 (34 Act)  Size: 101 KB",4/27/2012
8-K/A,https://www.sec.gov/Archives/edgar/data/21344/000002134412000019/0000021344-12-000019-index.htm,"[Amend] Current report, items 2.02 and 9.01
Acc-no: 0000021344-12-000019 (34 Act)  Size: 1 MB",4/17/2012
8-K,https://www.sec.gov/Archives/edgar/data/21344/000002134412000017/0000021344-12-000017-index.htm,"Current report, items 2.02 and 9.01
Acc-no: 0000021344-12-000017 (34 Act)  Size: 1 MB",4/17/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212013006/0001127602-12-013006-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-013006 Size: 13 KB",4/3/2012
SC 13D/A,https://www.sec.gov/Archives/edgar/data/21344/000002134412000013/0000021344-12-000013-index.htm,"[Amend] General Statement of Acquisition of Beneficial Ownership
Acc-no: 0000021344-12-000013 Size: 399 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012934/0001127602-12-012934-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012934 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012930/0001127602-12-012930-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012930 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012927/0001127602-12-012927-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012927 Size: 7 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012922/0001127602-12-012922-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012922 Size: 7 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012916/0001127602-12-012916-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012916 Size: 5 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012912/0001127602-12-012912-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012912 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012907/0001127602-12-012907-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012907 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012902/0001127602-12-012902-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012902 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012898/0001127602-12-012898-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012898 Size: 7 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012896/0001127602-12-012896-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012896 Size: 8 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012894/0001127602-12-012894-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012894 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012892/0001127602-12-012892-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012892 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012887/0001127602-12-012887-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012887 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012880/0001127602-12-012880-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012880 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012876/0001127602-12-012876-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012876 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012872/0001127602-12-012872-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012872 Size: 6 KB",4/3/2012
4,https://www.sec.gov/Archives/edgar/data/21344/000112760212012867/0001127602-12-012867-index.htm,"Statement of changes in beneficial ownership of securities
Acc-no: 0001127602-12-012867 Size: 7 KB",4/3/2012
UPLOAD,https://www.sec.gov/Archives/edgar/data/21344/000000000012016317/0000000000-12-016317-index.htm,"[Cover]SEC-generated letter
Acc-no: 0000000000-12-016317 Size: 45 KB",3/30/2012
